battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range_tenge,price_category
1091,0,1.63,1,5,0,128,0.8,171,6,6,1743,1522,5521,12,7,22,0,1,1,213942,Mid-range
1813,1,2.24,1,11,0,32,0.82,173,4,11,728,1677,3321,15,7,12,0,1,1,285913,Mid-range
1480,0,1.84,0,8,0,128,0.73,160,6,12,959,1454,2523,12,8,16,0,1,1,249049,Mid-range
2772,1,2.95,1,35,1,512,0.85,147,8,20,2105,3971,14837,17,10,31,1,1,1,674611,Flagship
1130,0,1.41,1,0,0,16,0.51,214,4,8,621,1783,1945,10,5,10,0,1,1,93265,Ultra-budget
1183,0,1.33,0,4,0,8,0.51,218,4,2,1109,997,2401,9,4,17,0,1,1,92194,Ultra-budget
2196,1,2.17,0,16,0,256,0.91,150,8,13,1586,2366,8386,15,9,26,0,1,1,368526,High-end
3275,0,2.76,0,37,0,512,0.95,132,8,37,2869,2632,13957,19,10,27,0,1,1,795772,Flagship
2427,0,2.29,1,24,0,128,0.94,170,8,21,1515,3721,6749,17,9,27,0,1,1,429167,High-end
1789,1,2.7,1,17,0,128,0.79,169,8,13,1788,2743,8000,15,8,28,0,1,1,323354,Mid-range
1039,0,2.13,1,11,1,128,0.6,180,6,15,1042,2436,2996,15,7,17,1,1,1,203142,Mid-range
1761,1,2.79,0,17,0,256,0.77,152,8,21,1265,2450,5410,17,8,18,0,1,1,284743,Mid-range
2008,0,2.68,0,10,0,128,0.76,147,8,24,1868,3508,6965,15,9,21,0,1,1,317494,Mid-range
2434,0,2.55,1,24,0,256,0.76,147,8,17,1387,3244,5704,16,8,24,0,1,1,434217,High-end
1729,1,2.63,0,13,1,256,0.9,159,8,17,1964,3147,6990,17,9,19,1,1,1,427989,High-end
1217,0,1.61,1,4,0,4,0.89,182,2,0,1052,1723,2986,9,7,16,0,1,1,110659,Budget
1218,1,1.11,1,0,0,32,0.65,186,2,3,1228,889,2586,12,6,8,0,0,1,71248,Ultra-budget
1222,0,1.95,1,8,0,32,0.74,187,6,9,1360,1406,3065,14,6,19,0,1,1,297258,Mid-range
853,1,1.42,0,1,1,4,0.88,218,2,2,1116,1826,2860,10,6,8,1,1,1,34186,Ultra-budget
2183,1,2.26,0,21,0,256,0.85,160,8,17,1267,2839,6035,15,9,25,0,1,1,427292,High-end
1130,1,1.68,1,5,0,32,0.79,208,2,3,524,1331,2046,10,4,9,1,1,1,63450,Ultra-budget
1284,0,2.11,0,6,0,128,0.71,170,6,6,1521,1462,5220,12,7,15,0,1,1,253769,Mid-range
2508,1,2.66,0,38,0,512,1.14,132,8,29,2277,3237,10704,19,10,30,0,1,1,674083,Flagship
2249,1,2.32,0,14,1,256,0.96,170,8,17,1353,2964,5690,16,8,19,1,1,1,360969,High-end
1627,1,2.13,1,11,0,128,0.88,170,8,16,1181,3254,7818,15,9,19,0,1,1,412160,High-end
1972,0,2.59,1,24,0,128,0.84,156,8,19,1292,2233,8055,16,8,21,0,1,1,253707,Mid-range
1425,1,2.04,0,9,1,64,0.73,180,4,14,1527,1424,4214,13,6,22,1,1,1,132573,Budget
1193,0,1.33,1,5,0,16,0.53,217,2,2,1134,1595,2086,12,7,15,0,1,1,147581,Budget
2097,0,2.68,1,25,1,256,0.79,154,8,12,1106,2025,6465,17,9,25,1,1,1,443086,High-end
3339,1,2.46,0,35,0,256,1.15,135,8,38,3187,3162,10087,16,11,25,1,1,1,633064,Flagship
1703,1,2.63,0,13,0,256,0.77,159,8,17,1176,2635,7878,16,8,25,0,1,1,418197,High-end
1520,1,1.66,1,9,0,128,0.72,171,6,7,1175,2405,5748,13,6,18,0,1,1,163575,Budget
3404,1,3.02,1,37,0,256,0.94,141,8,36,3440,2710,16332,17,10,20,0,1,1,779283,Flagship
1036,0,1.08,0,2,1,8,0.72,229,2,7,1100,1614,582,11,7,17,1,1,1,131807,Budget
3078,0,3.1,1,33,1,256,1.09,137,8,22,3783,3615,12584,16,9,29,1,1,1,784057,Flagship
2078,1,2.07,0,13,0,128,0.71,152,8,24,2006,2937,7486,16,9,19,0,1,1,327668,Mid-range
1121,0,1.62,0,3,1,32,0.64,189,2,2,1197,1369,2380,12,7,11,1,1,0,45724,Ultra-budget
764,1,1.46,1,1,1,8,0.65,208,4,7,547,1850,1675,11,7,16,1,0,0,51950,Ultra-budget
1656,0,2.37,1,18,1,256,0.87,144,8,22,1910,3503,8020,15,8,19,1,1,1,335621,Mid-range
3326,1,2.59,1,34,0,256,1.13,142,8,36,2518,2707,14720,19,9,29,0,1,1,520509,Flagship
2184,1,2.22,0,17,1,128,0.93,148,8,15,2063,2278,8669,15,9,23,1,1,1,420076,High-end
1982,0,2.7,0,11,1,128,0.93,166,8,21,1146,3060,7378,16,8,20,1,1,1,492648,High-end
857,1,1.37,0,0,1,4,0.89,217,2,4,565,1662,1359,12,4,13,1,1,1,136470,Budget
3447,1,2.9,0,34,1,256,1.18,134,8,35,2713,4984,8978,18,10,30,1,1,1,766867,Flagship
707,1,1.33,0,1,0,32,0.75,200,4,5,745,858,1233,10,5,12,0,1,1,123191,Budget
2315,1,2.55,0,22,0,128,0.82,147,8,22,1262,2668,5447,16,8,28,0,1,1,484761,High-end
1662,1,2.15,0,7,0,32,0.86,156,4,7,1478,2534,5251,15,7,18,0,1,1,158155,Budget
1266,1,1.93,0,6,1,32,0.68,180,6,13,1050,2031,5754,15,8,17,1,1,1,196689,Budget
1397,0,2.29,0,11,1,32,0.76,150,6,9,1799,1328,4477,12,8,18,1,1,1,125592,Budget
2134,1,2.28,0,22,1,256,0.82,140,8,20,1975,3099,7199,15,8,28,1,1,1,279204,Mid-range
2058,0,2.69,0,25,0,128,0.79,151,8,19,2052,1985,5002,17,9,20,0,1,1,466691,High-end
1560,1,2.15,0,11,1,64,0.62,178,6,7,1853,2052,2124,15,8,21,1,1,1,207787,Mid-range
1749,0,1.74,0,5,1,32,0.76,172,4,16,946,1556,4595,15,7,15,1,1,1,149352,Budget
2027,1,2.17,0,12,1,256,0.82,169,8,25,1117,2278,8073,15,8,19,1,1,1,373784,High-end
1715,1,2.32,1,6,0,64,0.68,172,4,13,1842,1967,5706,15,8,17,1,1,1,291817,Mid-range
1916,0,2.51,1,20,1,256,0.76,166,8,21,2052,2128,8287,17,8,26,1,1,1,374805,High-end
3295,1,3.02,0,21,0,256,0.86,156,8,23,2406,3732,11128,19,9,32,0,1,1,507829,Flagship
2113,1,2.8,1,24,0,256,0.84,157,8,27,2539,3930,9098,18,9,35,0,1,1,726354,Flagship
3169,0,2.5,0,40,1,256,0.99,153,8,31,3034,4438,8661,17,11,32,1,1,1,746763,Flagship
1764,0,2.57,0,13,0,256,0.73,151,8,18,2082,1951,5190,17,9,25,0,1,1,315565,Mid-range
2206,1,2.21,1,17,0,256,0.99,161,8,22,1142,2831,6681,16,8,27,1,1,1,376010,High-end
1590,0,2.17,0,10,0,128,0.61,165,4,15,1095,1501,3083,14,7,15,0,1,1,275734,Mid-range
3313,0,2.64,0,31,0,512,1.14,160,8,36,3031,2998,10725,17,10,32,0,1,1,775837,Flagship
2754,0,3.05,0,38,0,512,0.8,157,8,33,3648,4289,11337,17,11,30,0,1,1,678966,Flagship
2451,1,2.3,0,12,1,128,0.73,152,8,16,1591,2830,5515,17,8,23,1,1,1,442205,High-end
2200,0,3.18,0,30,0,512,0.89,144,8,28,1519,3491,15482,16,9,24,1,1,1,597568,Flagship
1993,0,2.1,1,19,1,256,0.89,153,8,22,1986,2504,6075,16,9,24,1,1,1,465831,High-end
2100,0,2.26,0,12,0,256,0.98,160,8,16,1135,3336,6013,17,9,21,1,1,1,344680,Mid-range
1784,1,2.25,0,22,1,256,0.74,163,8,20,1800,2896,8967,17,8,28,1,1,1,445992,High-end
1615,1,2.69,0,12,1,256,0.89,150,8,14,1844,3443,7889,17,9,22,1,1,1,278553,Mid-range
1824,0,1.69,0,6,0,128,0.73,178,4,7,1568,2447,5152,13,7,17,0,1,1,278427,Mid-range
1647,1,2.49,1,24,0,256,0.87,142,8,25,2012,2788,6783,16,9,20,0,1,1,408470,High-end
1354,0,2.25,1,5,0,64,0.81,163,4,15,1149,2508,2580,12,8,22,1,1,1,164273,Budget
1196,1,1.61,0,11,1,32,0.85,183,6,12,1228,2408,2510,15,6,13,1,1,1,152365,Budget
993,1,1.17,1,0,1,32,0.54,196,4,0,921,1161,1977,10,5,16,1,1,1,143162,Budget
2302,0,2.67,0,22,0,256,1.17,133,8,33,2568,2992,9225,16,9,21,0,1,1,687612,Flagship
2265,1,2.62,0,18,1,128,0.71,169,8,19,1218,2866,6758,15,8,27,1,1,1,465137,High-end
2273,0,2.24,1,19,0,256,0.95,153,8,22,2133,3251,4393,17,8,23,0,1,1,479045,High-end
1315,0,2.04,0,7,1,64,0.79,189,4,13,1321,2259,5452,12,7,20,1,1,1,221102,Mid-range
1193,0,1.95,1,12,1,128,0.63,186,6,14,1653,1558,2699,12,6,18,1,1,1,264653,Mid-range
675,1,1.07,1,4,1,16,0.63,218,4,5,619,1868,728,12,5,8,1,1,1,151957,Budget
1008,0,1.53,0,4,1,8,0.56,193,4,4,654,677,1017,8,7,17,1,1,1,128775,Budget
1043,0,1.42,0,1,0,16,0.63,225,4,1,749,1334,1122,11,5,9,0,1,1,100803,Budget
2151,1,2.4,1,12,1,256,0.78,163,8,21,1236,3099,8468,16,8,22,1,1,1,382860,High-end
2384,0,2.08,1,19,1,256,1.0,147,8,18,1472,2737,5324,17,8,24,1,1,1,299603,Mid-range
2132,1,2.69,1,24,1,256,0.99,134,8,27,1668,3977,12645,18,11,27,1,1,1,704486,Flagship
1550,1,1.69,0,9,0,64,0.82,190,4,16,1857,2006,5614,12,7,19,0,1,1,183278,Budget
2253,1,2.44,1,23,1,256,0.82,143,8,17,1339,3382,8965,15,9,25,1,1,1,263817,Mid-range
2286,0,2.6,1,26,1,512,1.1,146,8,33,1542,4177,14348,17,9,20,1,1,1,503261,Flagship
1826,1,2.57,1,25,0,128,0.91,154,8,25,1230,2030,5924,16,8,23,1,1,1,291121,Mid-range
2016,1,2.67,0,20,0,256,0.81,137,8,20,2402,2897,8278,16,10,29,0,1,1,540714,Flagship
1032,0,1.05,1,0,0,8,0.76,223,2,5,898,1345,2438,8,5,18,0,1,1,97191,Ultra-budget
701,1,1.51,1,3,1,16,0.84,201,2,3,1154,1713,531,8,7,11,1,1,1,91357,Ultra-budget
2755,0,2.7,1,40,0,256,0.95,130,8,37,3945,3398,8582,16,9,20,0,1,1,727577,Flagship
675,0,1.57,0,3,0,4,0.81,213,4,1,1077,1358,3032,9,6,15,0,0,0,58677,Ultra-budget
1352,1,1.96,0,8,0,32,0.81,185,6,8,1789,1824,3927,13,8,13,0,1,1,177018,Budget
2942,1,2.53,1,21,1,256,1.01,138,8,34,2826,2619,12454,19,9,31,1,1,1,758546,Flagship
2151,0,3.01,0,37,0,512,0.97,149,8,21,2177,3469,12276,16,9,33,0,1,1,631782,Flagship
1340,0,1.81,1,12,1,32,0.77,182,6,16,1810,2022,4848,13,6,18,1,1,1,237913,Mid-range
1394,0,1.96,0,12,0,64,0.65,176,4,12,880,2309,3078,13,8,14,1,1,1,262914,Mid-range
3323,0,2.79,0,27,0,256,1.12,157,8,26,1835,4270,9888,16,10,20,0,1,1,594965,Flagship
2889,0,3.03,1,38,1,256,1.01,160,8,23,2024,5061,11266,17,11,21,1,1,1,739370,Flagship
2249,1,2.36,0,19,1,256,0.78,154,8,15,1557,2367,6792,16,9,26,1,1,1,444819,High-end
1695,0,2.46,1,13,0,256,0.89,154,8,16,1725,3016,9062,15,9,24,0,1,1,465109,High-end
2953,0,2.82,1,36,0,256,1.19,149,8,30,1781,3035,13272,16,11,34,0,1,1,558903,Flagship
966,1,1.45,0,2,1,16,0.88,221,4,2,1184,807,1620,10,6,9,1,1,1,85032,Ultra-budget
825,0,1.47,0,1,0,32,0.79,213,2,0,1158,1569,541,10,6,16,0,1,1,121223,Budget
2939,0,3.19,0,24,1,256,1.07,146,8,28,1775,4535,8519,17,11,23,1,1,1,490278,High-end
1604,0,1.82,1,5,0,128,0.62,180,6,11,1105,1604,2721,12,7,17,0,1,1,195850,Budget
1985,1,2.86,1,27,1,512,0.81,140,8,40,3758,4902,12128,17,11,35,1,1,1,772650,Flagship
1279,0,2.11,1,12,0,32,0.8,150,4,6,1575,2103,2816,14,8,12,1,1,1,149857,Budget
1284,1,2.29,1,7,0,64,0.73,187,4,5,1189,1812,3978,14,7,12,0,1,1,284937,Mid-range
964,1,1.49,1,1,1,16,0.81,204,2,1,687,1411,1262,12,4,16,1,1,1,142407,Budget
2150,1,2.12,1,25,0,256,0.94,145,8,18,1149,2148,8794,15,9,20,0,1,1,289903,Mid-range
1721,1,2.15,0,11,0,128,0.62,164,4,5,876,2043,5703,13,8,15,0,1,1,126598,Budget
3231,0,3.18,0,36,0,256,1.05,160,8,40,2758,4092,14959,17,10,31,0,1,1,608865,Flagship
1074,1,2.24,0,6,0,128,0.68,166,4,15,1683,2194,2608,14,7,14,0,1,1,218937,Mid-range
2210,0,2.48,0,23,0,128,0.78,142,8,15,1846,2986,7609,17,9,22,0,1,1,321691,Mid-range
3394,1,2.54,0,39,0,256,0.87,160,8,26,1956,4609,13407,19,9,33,0,1,1,681601,Flagship
1355,1,1.77,0,7,0,32,0.86,187,6,5,1375,1947,6130,14,7,16,0,1,1,251058,Mid-range
1168,0,1.01,0,5,0,32,0.75,222,2,5,982,894,2597,8,4,15,1,1,1,84011,Ultra-budget
1738,0,2.07,1,23,1,128,0.93,167,8,21,1305,2208,5371,16,9,22,1,1,1,268883,Mid-range
2212,0,2.19,0,16,0,128,0.98,143,8,18,1888,2181,7528,15,8,18,1,1,1,396596,High-end
1700,1,2.1,0,20,1,256,0.78,165,8,18,1523,3575,8008,16,8,19,1,1,1,411817,High-end
2294,1,2.78,1,19,0,128,0.86,155,8,21,1690,3171,8674,16,8,20,0,1,1,280674,Mid-range
3058,1,2.79,0,32,1,512,1.08,134,8,40,2287,4186,14983,19,9,29,1,1,1,481194,High-end
1027,1,1.74,0,10,1,64,0.8,171,4,13,1142,1785,3389,13,8,18,1,1,1,266468,Mid-range
1152,0,1.83,0,9,1,32,0.82,152,4,11,1676,1504,5517,12,8,19,1,1,1,171497,Budget
1186,1,1.19,0,3,1,4,0.7,226,2,3,1009,971,1768,11,6,15,1,1,1,90189,Ultra-budget
2231,1,2.72,1,11,0,256,0.83,169,8,23,1637,3224,6935,15,8,26,1,1,1,262212,Mid-range
1784,1,2.18,1,24,0,128,0.86,169,8,17,1514,2547,7529,16,9,23,0,1,1,282768,Mid-range
1806,0,2.39,1,16,0,128,0.97,161,8,21,1754,2456,8090,17,8,22,0,1,1,446229,High-end
1494,1,2.02,0,9,0,128,0.78,165,4,7,884,1840,3410,12,6,13,0,1,1,285261,Mid-range
1821,1,1.9,1,11,0,32,0.72,170,4,6,1632,2130,5016,13,8,21,0,1,1,199967,Budget
3529,0,2.48,0,32,0,256,1.14,132,8,21,3233,4555,10282,17,9,32,0,1,1,572362,Flagship
1020,1,1.1,1,5,1,8,0.66,200,2,7,815,696,2038,11,7,16,1,0,1,72835,Ultra-budget
1123,1,1.61,1,2,1,4,0.66,220,4,5,1084,1162,1389,11,6,14,1,1,1,143150,Budget
3460,1,2.74,1,21,0,256,1.2,160,8,40,1721,3895,10425,17,10,25,0,1,1,773530,Flagship
719,1,1.74,0,5,0,8,0.67,218,2,3,1181,1188,2697,12,6,15,0,1,1,123378,Budget
2163,1,3.17,1,34,0,256,1.1,150,8,27,3652,4214,12607,16,10,34,0,1,1,662027,Flagship
834,1,1.32,1,3,0,16,0.58,184,2,3,1010,1331,601,8,5,15,1,1,0,57899,Ultra-budget
2988,1,2.58,1,28,0,256,0.93,132,8,37,3754,5013,11597,18,10,31,0,1,1,681792,Flagship
1794,0,2.5,0,24,0,256,0.97,167,8,16,1840,1951,7069,16,9,25,0,1,1,396001,High-end
1793,0,2.72,0,23,0,128,0.95,167,8,16,1945,2916,8097,17,9,21,1,1,1,302718,Mid-range
758,0,1.16,0,5,1,4,0.5,222,4,3,646,1635,2293,8,7,11,1,1,1,144781,Budget
1743,0,2.28,1,21,0,128,0.87,153,8,13,1978,2468,4803,15,8,23,0,1,1,306508,Mid-range
1507,0,2.3,0,5,1,64,0.86,166,6,16,1344,2450,4374,12,6,14,1,1,1,260937,Mid-range
1752,0,2.14,0,14,0,256,0.82,149,8,24,1379,2347,5459,17,8,24,0,1,1,345028,Mid-range
1492,0,1.77,1,6,0,64,0.83,178,6,9,1809,2093,2665,15,6,13,0,1,1,199086,Budget
1930,0,2.41,0,10,0,128,0.77,170,8,21,1489,2382,4537,17,9,18,0,1,1,271952,Mid-range
2385,1,2.42,1,24,0,512,0.92,151,8,32,2228,5029,11825,18,11,23,1,1,1,626318,Flagship
1409,0,2.19,0,6,0,64,0.88,166,4,7,1662,1964,2130,14,8,19,1,1,1,136875,Budget
3147,1,2.68,1,40,0,512,1.2,146,8,31,1829,4123,11206,18,9,28,0,1,1,446703,High-end
2603,0,2.78,0,28,0,512,1.11,130,8,37,3138,4853,13696,19,10,25,0,1,1,481879,High-end
1557,1,2.07,0,10,0,256,0.71,168,8,16,1221,2893,7458,16,8,23,0,1,1,428554,High-end
1955,1,2.14,0,11,1,256,0.81,161,8,25,2072,2312,6853,17,8,23,1,1,1,281907,Mid-range
1270,1,2.2,0,12,0,32,0.63,156,6,16,1845,1752,3313,14,8,18,0,1,1,222838,Mid-range
620,1,1.01,0,5,0,16,0.82,218,4,1,583,1820,2480,8,7,8,0,1,1,124139,Budget
1190,0,1.71,1,3,0,32,0.7,213,2,4,1076,1476,1672,8,4,8,1,0,1,58795,Ultra-budget
1434,1,1.91,0,5,1,64,0.79,174,4,9,1690,1733,3928,14,7,21,1,1,1,185620,Budget
1690,0,1.91,1,7,0,128,0.79,175,4,9,1607,2091,4552,13,6,20,0,1,1,259387,Mid-range
1048,1,1.23,1,2,1,16,0.8,213,4,4,939,1881,924,8,6,17,1,1,1,101888,Budget
866,1,1.12,1,4,0,32,0.73,223,2,0,520,1683,1182,12,5,8,1,1,1,119878,Budget
851,0,1.51,1,4,1,32,0.5,187,4,8,1137,1913,2023,12,7,17,1,0,0,59802,Ultra-budget
2160,1,2.34,0,13,1,128,0.84,153,8,21,1753,1927,6543,15,8,26,1,1,1,433566,High-end
1361,0,2.13,0,11,1,32,0.61,184,4,14,1452,1892,5637,12,6,19,1,1,1,161748,Budget
1054,0,2.2,0,10,0,128,0.81,167,4,11,1064,2137,2083,14,6,20,1,1,1,197438,Budget
1516,1,1.82,1,10,1,128,0.85,172,4,14,1154,1959,2784,14,7,17,1,1,1,177246,Budget
1219,0,1.96,1,12,1,128,0.62,178,6,6,746,1978,4408,13,7,13,1,1,1,262696,Mid-range
3046,1,2.53,0,26,0,256,0.85,140,8,27,3664,4870,12626,19,10,30,0,1,1,513487,Flagship
1136,0,1.37,0,2,0,16,0.56,213,2,8,498,857,988,12,6,10,0,1,1,146337,Budget
1932,0,2.35,1,23,0,128,0.77,153,8,25,1391,3078,8539,16,8,25,0,1,1,297875,Mid-range
1932,0,2.08,1,21,0,128,0.96,152,8,18,1543,2059,7401,15,8,28,0,1,1,288831,Mid-range
3338,0,3.18,1,21,1,256,0.87,144,8,32,2705,4797,15989,18,10,20,1,1,1,495025,High-end
1685,1,2.22,0,19,0,256,0.91,147,8,22,1955,3143,6999,16,8,18,1,1,1,290862,Mid-range
1672,0,2.24,1,9,0,128,0.79,185,6,10,1824,2013,5573,14,6,19,0,1,1,273427,Mid-range
2061,0,2.63,1,16,1,128,0.87,152,8,16,2085,1938,6193,17,8,21,1,1,1,324635,Mid-range
1844,1,2.31,1,23,0,128,1.0,140,8,23,1447,3544,4508,15,9,24,1,1,1,486364,High-end
1697,1,2.22,0,17,0,128,0.8,164,8,18,1576,2543,4826,16,8,22,0,1,1,347997,Mid-range
1872,1,2.11,1,25,1,128,0.75,144,8,17,1435,3359,4766,16,8,19,1,1,1,373086,High-end
2109,1,2.54,0,13,1,256,0.93,168,8,24,1356,2421,4914,16,8,18,1,1,1,342116,Mid-range
1606,0,2.31,0,16,1,128,1.0,170,8,19,1634,3590,5698,16,9,20,1,1,1,421617,High-end
2090,0,2.68,1,13,0,128,0.84,156,8,15,2137,2494,6273,17,9,19,0,1,1,372756,High-end
3251,0,3.17,1,35,0,512,1.2,153,8,37,3967,2942,14307,17,9,22,0,1,1,659515,Flagship
2077,0,2.56,1,23,0,256,0.97,154,8,17,1214,2638,4839,15,8,18,1,1,1,307048,Mid-range
1423,1,1.66,1,7,1,32,0.64,165,4,13,1553,2273,3768,13,7,19,1,1,1,207374,Mid-range
2666,1,3.09,1,40,1,512,0.87,131,8,20,2555,5098,16039,16,11,35,1,1,1,506068,Flagship
1363,1,2.0,0,8,0,128,0.71,169,6,16,1187,1336,2207,14,7,15,1,1,1,253466,Mid-range
1192,0,2.16,1,6,1,32,0.85,159,6,7,1280,1332,4578,12,8,19,1,1,1,221009,Mid-range
941,1,1.63,1,1,0,4,0.65,205,4,4,1169,1027,644,12,7,15,0,1,1,59186,Ultra-budget
3362,0,2.51,0,33,1,256,1.19,147,8,32,2670,4757,10401,16,9,23,1,1,1,727651,Flagship
1707,0,2.45,0,12,0,256,0.89,142,8,16,1373,2397,8680,16,9,26,1,1,1,448392,High-end
2827,1,2.56,0,33,0,512,1.13,149,8,32,3020,4704,14889,18,10,24,0,1,1,516323,Flagship
2103,0,2.33,1,17,0,128,0.79,158,8,16,1115,3275,7781,16,9,19,0,1,1,277559,Mid-range
719,1,1.27,0,4,0,16,0.64,203,4,0,652,1077,890,8,6,12,0,1,1,114345,Budget
1489,0,1.67,0,10,0,32,0.88,176,4,8,1813,2130,3062,15,8,17,0,1,1,291882,Mid-range
1058,1,1.63,1,5,0,64,0.61,174,6,6,937,2320,2203,13,6,12,1,1,1,279601,Mid-range
1907,1,2.35,1,15,0,256,0.94,146,8,14,1260,2147,5307,17,9,28,0,1,1,436020,High-end
3212,1,2.55,0,33,0,512,0.91,138,8,22,3197,3173,11484,17,10,34,0,1,1,716803,Flagship
912,1,1.73,1,0,1,4,0.77,209,2,8,618,1481,2188,12,4,8,1,1,1,113818,Budget
2347,1,2.75,0,29,0,256,0.94,160,8,37,2279,3710,11937,19,11,35,0,1,1,445006,High-end
1664,1,2.3,1,7,1,128,0.87,179,4,13,1728,2525,4696,13,6,20,1,1,1,278360,Mid-range
2493,0,2.57,1,22,0,256,0.9,153,8,19,1414,2417,5386,15,8,24,1,1,1,355905,High-end
2167,1,2.45,0,14,1,256,0.99,148,8,22,1504,2921,8460,15,9,23,1,1,1,423055,High-end
1750,0,2.38,1,5,0,32,0.77,168,6,7,1649,2143,5263,15,8,17,0,1,1,278698,Mid-range
3264,0,2.82,1,35,0,256,0.91,158,8,27,1879,4405,14408,18,9,28,0,1,1,793318,Flagship
1561,0,2.34,0,5,0,128,0.83,158,6,14,775,1365,2882,14,6,16,0,1,1,251828,Mid-range
1844,1,2.1,0,25,0,256,0.79,164,8,12,1531,3573,5022,17,8,22,0,1,1,413565,High-end
670,0,1.49,0,3,0,32,0.79,204,4,0,879,1837,1418,11,4,11,0,1,1,148940,Budget
979,0,1.77,1,4,0,32,0.6,202,4,3,572,1689,1392,11,6,15,0,1,0,35027,Ultra-budget
1716,0,1.86,1,10,1,64,0.69,166,6,6,1510,2183,4177,13,7,20,1,1,1,152157,Budget
2821,1,2.54,0,22,1,256,1.03,157,8,40,3613,3718,10592,18,10,33,1,1,1,553934,Flagship
3429,0,3.16,1,26,0,256,1.16,157,8,28,1940,5008,8692,17,10,20,0,1,1,639005,Flagship
1955,1,2.1,0,15,0,256,0.86,159,8,22,2136,3524,9099,15,9,27,0,1,1,410074,High-end
2180,0,2.65,0,24,1,256,0.99,147,8,14,1785,2484,5940,15,8,24,1,1,1,424106,High-end
1135,0,1.49,1,2,1,8,0.76,224,2,8,497,1907,2013,10,4,13,1,1,1,102094,Budget
1606,1,1.95,1,7,0,32,0.68,169,6,14,989,2072,3628,15,8,17,0,1,1,226541,Mid-range
3210,0,2.7,1,34,0,512,0.9,157,8,28,1559,4111,14186,17,11,26,0,1,1,712670,Flagship
1732,0,2.27,0,20,0,128,0.97,142,8,19,1332,1940,4700,17,9,22,1,1,1,425532,High-end
1410,1,1.78,0,10,0,128,0.71,186,4,11,983,2244,5754,15,6,21,0,1,1,227429,Mid-range
1030,1,1.65,1,5,1,32,0.78,168,6,9,1386,1772,3791,13,7,18,1,1,1,207293,Mid-range
2095,1,2.0,1,24,0,256,0.84,157,8,18,1834,3258,7510,17,8,20,0,1,1,445861,High-end
1756,1,1.9,0,12,0,32,0.74,155,6,11,1313,1417,2414,13,6,17,0,1,1,176905,Budget
600,0,1.16,0,3,1,32,0.77,186,2,8,643,900,2266,10,7,9,1,1,1,101372,Budget
981,1,1.13,0,0,1,4,0.55,193,4,1,543,950,2258,10,5,13,1,1,1,66238,Ultra-budget
2416,0,2.11,1,23,0,256,0.76,170,8,25,1447,2072,4741,15,9,25,0,1,1,290573,Mid-range
902,0,1.62,1,5,0,16,0.77,199,4,2,972,1611,1849,10,6,14,1,1,0,45117,Ultra-budget
3406,0,3.15,1,31,0,512,1.19,159,8,29,1956,4377,10745,18,10,25,0,1,1,667619,Flagship
3037,1,3.02,0,38,0,256,1.01,133,8,30,3132,3696,10469,19,11,26,0,1,1,539930,Flagship
2415,1,2.74,1,23,0,256,0.9,151,8,18,2044,3764,5277,17,9,24,0,1,1,497418,High-end
1086,1,1.28,0,0,1,16,0.65,199,2,6,1225,1835,558,9,5,16,1,0,0,51760,Ultra-budget
1812,0,2.46,0,22,0,128,0.81,149,8,24,1080,2972,4105,15,8,26,0,1,1,318702,Mid-range
3437,0,3.03,1,33,0,512,0.85,149,8,29,2256,3005,11730,16,9,22,0,1,1,476423,High-end
1942,1,2.53,1,13,0,256,0.76,166,8,15,1495,3640,6421,17,8,27,0,1,1,325606,Mid-range
1383,0,2.12,1,10,0,32,0.81,177,6,6,1764,2222,4152,12,8,12,0,1,1,128249,Budget
703,0,1.09,1,2,1,16,0.77,222,4,1,1263,1883,2889,11,6,14,1,1,1,144898,Budget
3428,0,2.68,1,37,1,512,0.9,147,8,40,3988,2828,12727,19,9,22,1,1,1,514285,Flagship
3053,0,2.44,0,20,1,256,1.1,160,8,24,3981,5072,9123,18,10,29,1,1,1,496159,High-end
1384,1,2.1,1,5,0,128,0.76,172,6,10,1439,2545,2382,13,8,12,1,1,1,159617,Budget
2633,1,2.92,0,31,0,256,0.88,131,8,28,1445,4765,9414,17,11,24,0,1,1,590208,Flagship
1490,1,2.29,1,8,1,64,0.84,159,6,5,1597,2286,4799,13,8,12,1,1,1,176359,Budget
1017,1,1.32,0,1,0,4,0.59,204,2,5,850,1544,527,11,6,15,0,1,1,140623,Budget
1734,0,2.29,1,8,0,32,0.79,182,6,15,1617,1864,5743,15,6,21,0,1,1,221762,Mid-range
3066,0,2.74,0,40,0,512,0.87,132,8,33,3839,4146,10856,19,10,28,0,1,1,564540,Flagship
2245,0,3.07,1,28,0,256,0.84,141,8,24,3003,4883,14467,16,9,32,0,1,1,772510,Flagship
956,0,1.32,1,0,1,4,0.55,213,2,1,975,1788,783,8,4,12,1,1,0,59601,Ultra-budget
1911,1,2.52,1,12,1,128,0.98,166,8,16,1882,3032,6592,16,9,21,1,1,1,470274,High-end
1126,0,1.07,0,0,0,8,0.62,216,2,6,1033,1682,1252,10,4,9,0,0,1,78057,Ultra-budget
634,0,1.35,1,2,1,32,0.63,222,2,0,712,1533,913,12,5,10,1,1,1,59336,Ultra-budget
